session_code,session_title,repeat,abstract,type,speakers,start_time,end_time,venue,room
AIM304,Transform the Modern Contact Center Using Machine Learning and Analytics,-,"Analyzing customer service interactions across channels provides a complete 360-degree view of customers. By capturing all interactions, you can better identify the root cause of issues and improve first-call resolution and customer satisfaction. In this session, learn how to integrate Amazon Connect and AWS machine learning services, such Amazon Lex, Amazon Transcribe, and Amazon Comprehend, to quickly process and analyze thousands of customer conversations and gain valuable insights. With speech and text analytics, you can pick up on emerging service-related trends before they get escalated or identify and address a potential widespread problem at its inception.",Session,"Paul Zhao,Niranjan Hira,Yasser El-Haggan,Byron Guernsey",2018-11-28 16:45:00,2018-11-28 17:45:00,Venetian,"Level 3, Murano 3205, T2"
ALX311,[REPEAT 9] Designing the Voice User Interface for an Alexa Skill,9,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Max Amordeluso,2018-11-28 17:30:00,2018-11-28 18:30:00,Aria West,"Level 3, Starvine 10, Table 9, T1"
AIM306,[REPEAT 1] Build Custom Models for AWS DeepLens with Amazon SageMaker,1,"In this session, you will learn how to build and deploy computer vision models using the AWS DeepLens deep-learning-enabled video camera and Amazon SageMaker.",Builders Session,maheandra Bairagi,2018-11-28 17:30:00,2018-11-28 18:30:00,Aria West,"Level 3, Starvine 10, Table 7, T1"
SRV346,[REPEAT 1] Build and Test a Serverless Error-Tracking Tool in One Weekend,1,"Serverless is not only great for building and delivering highly scalable applications, it's also great for building developer-friendly tools and services. By also applying Hexagonal Architecture, your services will be testable, cleaner, and easier to maintain. In this session, learn how a team of three developers built a free serverless error-tracking solution and made it available in the AWS Serverless Application Repository in one weekend. Learn how to combine AWS Lambda, AWS CloudFormation, Amazon SNS, Amazon S3, Amazon Pinpoint, and Amazon Elasticsearch Service for a complete error tracking solution, and see how simple it is to build your own serverless developer tools and enable other developers to instantly deploy them to their accounts.",Chalk Talk,"Aleksandar Simovic,Slobodan Stojanovic",2018-11-28 18:15:00,2018-11-28 19:15:00,Venetian,"Level 4, Lando 4304, T2"
CON306,[REPEAT 1] Observability for Modern Applications,1,"In modern, microservices-based applications, it’s critical to have end-to-end observability of each microservice and the communications between them in order to quickly identify and debug issues. In this session, we cover the techniques and tools to achieve consistent, full-application observability, including monitoring, tracing, logging, and service mesh.",Session,"Tony Pujals,Evgeny Shulyatyev",2018-11-29 11:30:00,2018-11-29 12:30:00,Venetian,"Level 2, Titian 2204, T1"
SRV420,[REPEAT] Build Machine Learning Applications with AWS Lambda & Amazon SageMaker,0,"In this session, we explore a way to host a machine learning (ML) model into AWS Lambda functions and get inferences through Lambda invocations. We start with a demo dataset, then we create an ML model. Once the model is built, it is trained with Keras/TensorFlow and Gluon/MXNet using Amazon SageMaker. Finally, we demonstrate how to implement Lambda functions that are able to host this model and get inferences.",Chalk Talk,"Diego Natali,Giuseppe Porcelli",2018-11-29 12:15:00,2018-11-29 13:15:00,Mirage,"Martinique A, T2"
WPS313,Machine Learning for Improving Disaster Management and Response,-,"In this session, we start with Twitter data from a past disaster and use Amazon Comprehend to discover insights and relationships. Finally, we use Amazon SNS to notify iOS, Android, and Fire OS-based mobile devices.",Chalk Talk,"Sanjay Padhi,Doina Caragea",2018-11-29 14:30:00,2018-11-29 15:30:00,Aria East,"Plaza Level, Orovada 3, T1"
AIM317,[REPEAT 1] Scalable Text Mining for ETL Solutions,1,"While many ETL tools can handle structured data, very few can reliably process unstructured data and documents. In this session, learn how you can use Amazon Comprehend to address unstructured data extraction and transformation at scale so that key information can be extracted and used downstream for data integration and analytics.",Builders Session,Nino Bice,2018-11-29 14:30:00,2018-11-29 15:30:00,Aria West,"Level 3, Starvine 10, Table 3, T1"
API401,[REPEAT 4] Manage Long-Lived Transactions with AWS Step Functions,4,"AWS Step Functions is a fully-managed serverless workflow-management service. Using visual workflows, you can easily manage long-running processes and coordinate the components of distributed applications and microservices through visual workflows. Join us to learn how you can use Step Functions to implement the Saga design pattern, which is particularly useful for dealing with the complexities of a long-lived transaction that spans across distributed components in a microservices architecture. You need your own laptop with administrator privileges, both the AWS CLI and AWS SAM CLI installed, and an active AWS account with power user access.",Builders Session,Stephen Liedig,2018-11-29 16:00:00,2018-11-29 17:00:00,Aria West,"Level 3, Starvine 3, Table 3, T1"
ARC335,[REPEAT 2] Failing Successfully in the Cloud: AWS Approach to Resilient Design,2,"AWS global infrastructure provides the tools customers need to design resilient and reliable services. In this session, we discuss how to get the most out of these tools.",Chalk Talk,"Becky Weiss,David Yanacek",2018-11-29 16:00:00,2018-11-29 17:00:00,MGM,"Level 3, South Concourse 302, T1"
AIM324,[REPEAT 1] Analyze Live Video Streams with Amazon Rekognition Video,1,"In this session, learn how to use Amazon Rekognition Video with Amazon Kinesis to receive and process video streams. We walk through recognizing faces, giving access to Amazon Kinesis Data Streams, as well as starting and reading the streaming video analysis. Whether you are building a ""Who's Who"" app similar to the royal wedding, or you need to identify athletes in real time, it is simple to add intelligent video analysis to your live streams using Amazon Rekognition.",Builders Session,Wen-ming Ye,2018-11-29 16:00:00,2018-11-29 17:00:00,Aria West,"Level 3, Starvine 10, Table 6, T1"
ANT356,[REPEAT 1] Building Your First Serverless Data Lake,1,"In this session, you have the opportunity to learn the fundamental building blocks of a data lake on AWS. You design and build a serverless pipeline to ingest, process, optimize and query data in your very own data lake. We discuss different optimizations and best practices to tune your architecture for future growth.",Builders Session,Damon Cortesi,2018-11-29 11:30:00,2018-11-29 12:30:00,Mirage,"Grand Ballroom D, Table 5, T1"
ANT322,[REPEAT 1] High Performance Data Streaming with Amazon Kinesis: Best Practices,1,"Amazon Kinesis makes it easy to collect, process, and analyze real-time, streaming data so you can get timely insights and react quickly to new information. In this session, we dive deep into best practices for Kinesis Data Streams and Kinesis Data Firehose to get the most performance out of your data streaming applications. Comcast uses Amazon Kinesis Data Streams to build a Streaming Data Platform that centralizes data exchanges. It is foundational to the way our data analysts and data scientists derive real-time insights from the data. In the second part of this talk, Comcast zooms into how to properly scale a Kinesis stream. We first list the factors to consider to avoid scaling issues with standard Kinesis stream consumption, and then we see how the new fan-out feature changes these scaling considerations.",Session,"Damian Wylie,Allan MacInnis,Gabriel Commeau",2018-11-29 13:00:00,2018-11-29 14:00:00,Venetian,"Level 2, Venetian E, T1"
ANT382,Building Rich and Interactive Business Dashboards in Amazon QuickSight,-,"Are you ready to move past static email reports, Excel spreadsheets, and one-time queries? In this builders session, learn how to build a rich and interactive business dashboard in Amazon QuickSight that allows your business stakeholders to filter, slice and dice, and deep-dive on their own. We demonstrate advanced Amazon QuickSight capabilities such as creating on-sheet filter controls, parameters, custom URLs, and table calculations to create rich and attractive executive dashboards.",Builders Session,Susan Fang,2018-11-28 11:30:00,2018-11-28 12:30:00,Aria West,"Level 3, Starvine 10, Table 3, T1"
ANT365,Serverless Stream Processing with AWS Lambda,-,"Streaming data ingestion and near real-time analysis give you immediate insights into your data. By using AWS Lambda with Amazon Kinesis, you can obtain these insights without the need to manage servers. In this builders session, we discuss how you can use Lambda and Kinesis together to build an end-to-end serverless solution.",Builders Session,Allan MacInnis,2018-11-28 13:00:00,2018-11-28 14:00:00,Mirage,"Grand Ballroom B, Table 5, T1"
ANT342,Working with Relational Databases in AWS Glue ETL,-,"AWS Glue makes it easy to incorporate data from a variety of sources into your data lake on Amazon S3. In this builder's session, we discuss how to work with data residing in relational databases such as Amazon Aurora, Amazon Redshift, and PostgreSQL. Learn how to set up your network so that your AWS Glue job can access data residing in your virtual private cloud (VPC), tune queries so that they can effectively utilize parallel connections, and work with job bookmarks to load only new data into your data lake.",Builders Session,Ben Sowell,2018-11-28 14:30:00,2018-11-28 15:30:00,Mirage,"Grand Ballroom B, Table 3, T1"
ANT205,Technology Trends: Data Lakes and Analytics,-,"In this talk, Anurag Gupta, VP for AWS Analytic and Transactional Database Services, talks about some of the key trends we see in data lakes and analytics, and he describes how they shape the services we offer at AWS. Specific trends include the rise of machine generated data and semi-structured/unstructured data as dominant sources of new data, the move towards serverless, SPI-centric computing, and the growing need for local access to data from users around the world.",Session,Anurag Gupta,2018-11-28 14:30:00,2018-11-28 15:30:00,Venetian,"Level 2, Venetian E, T1"
ANT309,Build and Govern Your Data Lakes with AWS Glue,-,"As data volumes grow and customers store more data on AWS, they often have valuable data that is not easily discoverable and available for analytics. Learn how AWS Glue makes it easy to build and manage enterprise-grade data lakes on Amazon S3. AWS Glue can ingest data from variety of sources into your data lake, clean it, transform it, and automatically register it in the AWS Glue Data Catalog, making data readily available for analytics. Learn how you can set appropriate security policies in the Data Catalog and make data available for a variety of use cases, such as run ad-hoc analytics in Amazon Athena, run queries across your data warehouse and data lake with Amazon Redshift Spectrum, run big data analysis in Amazon EMR, and build machine learning models with Amazon SageMaker and AWS Glue.  Additionally, Robinhood will share how they were able to move from a world of data silos to building a robust, petabyte scale data lake on Amazon S3 with AWS Glue. Robinhood is one of the fastest-growing brokerages, serving over five million users with an easy to use investment platform that offers commission-free trading of equities, ETFs, options, and cryptocurrencies. Learn about the design paradigms and tradeoffs that Robinhood made to achieve a cost effective and performant data lake that unifies all data access, analytics, and machine learning use cases.",Session,"Prajakta Damle,Arpan Shah",2018-11-27 09:15:00,2018-11-27 10:15:00,Bellagio,"Level 1, Bellagio Ballroom 6, T2"
ANT333,[BS] Building Advanced Workflows with AWS Glue,-,"AWS Glue makes it easy to incorporate data from a variety of sources into your data lake on Amazon S3. In this builders session, we demonstrate building complex workflows using AWS Glue orchestration capabilities. Learn about different types of AWS Glue triggers to create workflows for scheduled as well as event-driven processing. We start with a customer scenario and build it step by step using AWS Glue capabilities.",Builders Session,Santosh Chandrachood,2018-11-27 14:30:00,2018-11-27 15:30:00,Mirage,"Grand Ballroom D, Table 4, T1"
WPS316,[REPEAT 3] Use Sentiment Analysis of Social Media Posts to Gauge Public Opinion,3,"In this workshop, you use the natural language processing service Amazon Comprehend to extract key phrases, entities, topics, and sentiment from social media posts about government agency programs such as TSA PreCheck, upcoming public transit initiatives, and the next NASA Mars rover mission. You then use the results to estimate the overall public opinion about each program.",Builders Session,Al Belsky,2018-11-30 10:00:00,2018-11-30 11:00:00,Mirage,"Grand Ballroom D, Table 4, T1"
ANT345,"[REPEAT 1] Build, Deploy, and Serve Machine Learning Models on Streaming Data",1,"As data grows exponentially in organizations, there is an increasing need to use machine learning (ML) to gather insights from this data at scale and use those insights for real-time predictions on incoming data. This workshop walks you through the following: 1) training a Spark Model using Amazon SageMaker pointed to Apache Livy running on an Amazon EMR Spark cluster, 2) hosting the Spark model on Amazon SageMaker to serve a RESTful inference API, 3) and using the RESTful API to serve real-time predictions on streaming data from Amazon Kinesis Data Streams.",Builders Session,"Neil Mukerje,Tanzir Musabbir",2018-11-30 10:00:00,2018-11-30 11:00:00,Mirage,"Grand Ballroom D, Table 1, T1"
AIM319,[REPEAT 1] Build Multichannel Conversational Interfaces Using Amazon Lex,1,"Learn how to build a multichannel conversational interface that uses a preprocessing layer in front of Amazon Lex, or route messages to other specialized bots. Amazon Lex offers built-in integrations with Slack, Twilio, Marketo, Salesforce, QuickBooks, Microsoft Dynamics, Zendesk, and HubSpot. Also learn how to integrate with any other application by combining the Amazon Lex API and Amazon API Gateway to integrate your Amazon Lex bot with any messaging service.",Builders Session,Harshal Pimpalkhute,2018-11-30 11:30:00,2018-11-30 12:30:00,Mirage,"Grand Ballroom D, Table 2, T1"
AIM405,[REPEAT 1] Better Analytics Through Natural Language Processing,1,"Natural language processing holds the key to unlocking business value from unstructured data. Organizations that implement effective data analysis methods gain a competitive advantage through improved decision-making, risk reduction, or enhanced customer experience. In this session, learn how to easily process, analyze, and visualize data by pairing Amazon Comprehend with services like Amazon Relational Database Service (Amazon RDS), Amazon Elasticsearch Service, and Amazon Neptune. We also share real-world examples of how customers built text analytics solutions with Amazon Comprehend.",Session,"Ben Snively,Nino Bice",2018-11-30 11:30:00,2018-11-30 12:30:00,Venetian,"Level 4, Lando 4202, T1"
AIM301,[REPEAT 1] Deep Learning for Developers: An Introduction,1,"Deep learning has the potential to enable extremely advanced AI applications. But it's not taught in most computer science programs, and you may have a lot of questions. In this session, understand how deep learning works, and learn key concepts such as neural networks, activation functions, and optimizers. We show you how deep learning models improve through complex pattern recognition in pictures, text, sounds, and other data to produce more accurate insights and predictions. We also share examples of common deep learning use cases, such as computer vision and recommendation models. Finally, we help you understand how to get started using popular deep learning frameworks, such as TensorFlow, Apache MXNet, and PyTorch.",Session,"Hagay Lupesko,Seungjai Min",2018-11-26 19:00:00,2018-11-26 20:00:00,Aria West,"Level 3, Ironwood 5, T1"
SRV361,[REPEAT] Serverless Anti-Patterns to Avoid,0,"With cloud computing ushering in an era of agility and scalability, it’s also served as a catalyst, helping computing evolve from the physical and virtual servers of on premises to more flexible paradigms, including containers and more recently, serverless computing. Built on the same programming languages and tools used for traditional application architectures, serverless allows organizations to leverage their existing development skills, but like all new approaches, it also brings challenges. While traditional design approaches still apply to serverless, it’s easy to fall prey to serverless anti-patterns, including tight coupling, anemic monitoring, and monolithic coding. In this session, ex explore common serverless anti-patterns, and how to avoid them or right-design them with AWS Lambda and other related services.",Chalk Talk,"Mark Easton,Brajendra Singh",2018-11-27 09:15:00,2018-11-27 10:15:00,Aria West,"Level 3, Starvine 2, T2"
SRV401,[REPEAT 1] Optimizing Your Serverless Applications,1,"Are you an experienced serverless developer? Do you want a handy guide for unleashing the full power of serverless architectures for your production workloads? Are you wondering whether to choose a stream or an API as your event source, or whether to have one function or many? In this session, we discuss architectural best practices, optimizations, and handy cheat codes that you can use to build secure, high-scale, high-performance serverless applications. We use real customer scenarios to illustrate the benefits.",Session,Chris Munns,2018-11-27 10:00:00,2018-11-27 11:00:00,Bellagio,"Level 1, Grand Ballroom 2, T1"
AIM305,[REPEAT 1] Automatically Extract Metadata Using Computer Vision & Language AI Services,1,"Customers are using automatic metadata extraction to fuel new insights and provide innovative services to their customers. In this session, we walk through the basic architecture patterns for implementing automatic metadata extraction using Amazon Rekognition, Amazon Transcribe, and Amazon Comprehend. We also share how to get started with the pre-configured AWS Media Analysis Solution.",Builders Session,Sireesha Muppala,2018-11-27 10:00:00,2018-11-27 11:00:00,Aria West,"Level 3, Starvine 10, Table 8, T1"
WPS301,[REPEAT] Building & Architecting ML Workstreams for Topic Modeling,0,"Decoupling and optimizing machine learning (ML) workstreams is top of mind for all AWS customers. In this session, we use Amazon SageMaker and Amazon Comprehend to build and architect a streamlined ML workstream that shows how to extract keywords and topic modeling from text. We train models and cluster articles, and we find insights and relationships between the data and correlate it to provide business value. We also explore the workstream integration with Amazon S3 and AWS Glue. We discuss different approaches, best practices, and building blocks of an ML environment. This session enables ML developers and architects to create decoupled ML workstreams for any text data, such as news feeds, case management, and journals.",Builders Session,Tony Nguyen,2018-11-27 11:30:00,2018-11-27 12:30:00,Aria West,"Level 3, Starvine 10, Table 3, T1"
AIM320,[REPEAT 1] Machine Learning Transcription: Tips & Tricks,1,"Amazon Transcribe is an automatic speech recognition service that makes it easy for developers to add speech-to-text capability to their applications. Join us and learn how you can build machine transcription into your existing workflows, such as transcribing videos for search engines or captioning.",Builders Session,Paul Zhao,2018-11-27 11:30:00,2018-11-27 12:30:00,Mirage,"Grand Ballroom D, Table 1, T1"
ANT381,Build Advanced Workflows with AWS Glue,-,"AWS Glue makes it easy to incorporate data from a variety of sources into your data lake on Amazon S3. In this builders session, we demonstrate building complex workflows using AWS Glue orchestration capabilities. Learn about different types of AWS Glue triggers to create workflows for scheduled as well as event-driven processing. We start with a customer scenario and build it step by step using AWS Glue capabilities.",Builders Session,Santosh Chandrachood,2018-11-28 17:30:00,2018-11-28 18:30:00,Aria West,"Level 3, Starvine 10, Table 5, T1"
ANT214,Deploy Business Analytics at Enterprise Scale with Amazon QuickSight,-,"One of the biggest tradeoffs customers make when deploying BI solutions at scale is agility versus governance. Large-scale business intelligence (BI) implementations with the right governance structure can take months to design and deploy. In this session, learn how to avoid making this tradeoff using Amazon QuickSight. Learn how to easily deploy Amazon QuickSight to thousands of users using Active Directory and federated SSO, while securely accessing your data sources in Amazon VPCs or on premises. We also cover how to control access to datasets, implement row-level security, create scheduled email reports, and audit access to your data.",Builders Session,Jared Lundell,2018-11-28 17:30:00,2018-11-28 18:30:00,Mirage,"Grand Ballroom D, Table 1, T1"
ANT370,Social Media Analytics with Amazon QuickSight,-,"Realizing the value of social media analytics can bolster your business goals. This type of analysis has grown in recent years due to the large amount of available information and the speed at which it can be collected and analyzed. In this workshop, we build a serverless data processing and machine learning (ML) pipeline that provides a multi-lingual social media dashboard of tweets within Amazon QuickSight. We leverage API-driven ML services, AWS Glue, Amazon Athena and Amazon QuickSight. These building blocks are put together with very little code by leveraging serverless offerings within AWS.",Workshop,"Neal Cauley,Anupam Mishra",2018-11-26 13:00:00,2018-11-26 15:15:00,Mirage,"Mirage Event Center C3, T1"
ANT308,Building Serverless Analytics Pipelines with AWS Glue,-,"Organizations need to gain insight and knowledge from a growing number of IoT, APIs, clickstreams, and unstructured and log data sources. However, organizations are also often limited by legacy data warehouses and ETL processes that were designed for transactional data. In this session, we introduce key ETL features of AWS Glue, we cover common use cases ranging from scheduled nightly data warehouse loads to near real-time, event-driven ETL pipelines for your data lake. We also discuss how to build scalable, efficient, and serverless ETL pipelines using AWS Glue.",Session,"Mehul Shah,Arup Ray",2018-11-26 14:30:00,2018-11-26 15:30:00,Aria West,"Level 3, Ironwood 5, T1"
WPS301,[REPEAT 3] Building & Architecting ML Workstreams for Topic Modeling,3,"Decoupling and optimizing machine learning (ML) workstreams is top of mind for all AWS customers. In this session, we use Amazon SageMaker and Amazon Comprehend to build and architect a streamlined ML workstream that shows how to extract keywords and topic modeling from text. We train models and cluster articles, and we find insights and relationships between the data and correlate it to provide business value. We also explore the workstream integration with Amazon S3 and AWS Glue. We discuss different approaches, best practices, and building blocks of an ML environment. This session enables ML developers and architects to create decoupled ML workstreams for any text data, such as news feeds, case management, and journals.",Builders Session,Kiran Bakshi,2018-11-30 11:30:00,2018-11-30 12:30:00,Mirage,"Grand Ballroom D, Table 4, T1"
AIM305,[REPEAT] Automatically Extract Metadata Using Computer Vision & Language AI Services,0,"Customers are using automatic metadata extraction to fuel new insights and provide innovative services to their customers. In this session, we walk through the basic architecture patterns for implementing automatic metadata extraction using Amazon Rekognition, Amazon Transcribe, and Amazon Comprehend. We also share how to get started with the pre-configured AWS Media Analysis Solution.",Builders Session,"Sireesha Muppala,Gautam Srinivasan",2018-11-26 10:00:00,2018-11-26 11:00:00,Aria West,"Level 3, Starvine 3, Table 3, T1"
WPS316,[REPEAT] Use Sentiment Analysis of Social Media Posts to Gauge Public Opinion,0,"In this workshop, you use the natural language processing service Amazon Comprehend to extract key phrases, entities, topics, and sentiment from social media posts about government agency programs such as TSA PreCheck, upcoming public transit initiatives, and the next NASA Mars rover mission. You then use the results to estimate the overall public opinion about each program.",Builders Session,Al Belsky,2018-11-26 14:30:00,2018-11-26 15:30:00,Mirage,"Grand Ballroom D, Table 7, T1"
WPS316,[REPEAT 1] Use Sentiment Analysis of Social Media Posts to Gauge Public Opinion,1,"In this workshop, you use the natural language processing service Amazon Comprehend to extract key phrases, entities, topics, and sentiment from social media posts about government agency programs such as TSA PreCheck, upcoming public transit initiatives, and the next NASA Mars rover mission. You then use the results to estimate the overall public opinion about each program.",Builders Session,Kiran Bakshi,2018-11-26 16:00:00,2018-11-26 17:00:00,Mirage,"Grand Ballroom D, Table 5, T1"
AIM306,[REPEAT 2] Build Custom Models for AWS DeepLens with Amazon SageMaker,2,"In this session, you will learn how to build and deploy computer vision models using the AWS DeepLens deep-learning-enabled video camera and Amazon SageMaker.",Builders Session,maheandra Bairagi,2018-11-30 08:30:00,2018-11-30 09:30:00,Mirage,"Grand Ballroom B, Table 6, T1"
MOB316,Introduction to GraphQL,-,"GraphQL is a popular technology among developers right now. GraphQL is the mechanism by which mobile and web apps can communicate with AWS AppSync to easily query and mutate data using as small a request as possible, enabling battery- and bandwidth-efficient communication. In this talk, we go through the basics of GraphQL and answer your questions about it.",Chalk Talk,Lisa Shon,2018-11-30 09:15:00,2018-11-30 10:15:00,Venetian,"Level 3, Murano 3302, T2"
SRV326,[REPEAT 1] Build a Multi-Region Serverless Application for Resilience & High Availability,1,"Do you have a mission-critical serverless app that requires maximum uptime? Come learn how to build and deploy a multi-region serverless application to maximize application availability and resilience. In this workshop, you enter a scenario in which you help a fictional unicorn ridesharing company, Wild Rydes (www.wildrydes.com), deploy a critical customer support application using a serverless architecture. When a passenger completes a ride, they can use the app to inform the company if they had any issues with their trip—perhaps a lost wallet or a misbehaving unicorn. Since Wild Rydes is global, this support application takes advantage of a multi-region, highly available architecture using services such as AWS Lambda, Amazon API Gateway, Amazon DynamoDB, Amazon Route 53, Amazon CloudFront, and Amazon S3 to maximize availability. It also uses Amazon Cognito federated identities for user authentication. Attendees should bring a laptop and be familiar with the AWS Management Console and the AWS CLI.",Workshop,"Derek Felska,Juan Lamadrid,Steve Challiss",2018-11-27 08:30:00,2018-11-27 10:45:00,Mirage,"Mirage Event Center C1, T1"
ANT366,Real-Time Machine Learning Using Amazon Kinesis and Amazon SageMaker,-,"Amazon SageMaker is a fully managed platform that enables developers and data scientists to quickly and easily build, train, and deploy machine learning (ML) models at any scale. Amazon Kinesis makes it easy to collect, process, and analyze real-time, streaming data so you can get timely insights and react quickly to new information. In this builders session, we walk through how the two services can be used in conjunction to perform real-time ML at any scale.",Builders Session,Praveen Gattu,2018-11-30 10:00:00,2018-11-30 11:00:00,Mirage,"Grand Ballroom D, Table 2, T1"
API315,[REPEAT] Building Serverless Machine Learning Workflows,0,"Modern machine learning workflows leverage AWS services, such as Amazon Transcribe and Amazon Comprehend, to extract, validate, mutate, and enrich your data. Some might drive transactional systems that use machine learning to generate metadata for media assets, while others might derive insights by visualizing customer interaction sentiment from call logs. They all share a common challenge: orchestrating a combination of distinct sequential and parallel steps that are fulfilled by independent microservices. Join us as we examine how workflows can be used to manage that orchestration in a way that is scalable, reliable, and easy to maintain and run. We contrast two approaches for creating such workflows: a traditional monolithic approach and a serverless approach utilizing AWS Steps Functions.",Chalk Talk,Ronald Widha Sunarno,2018-11-27 09:15:00,2018-11-27 10:15:00,Mirage,"St. Thomas B, T2"
AIS301,AI Summit,-,"Artificial intelligence (AI) is having a profound impact as industries increasingly depend on digital resources to innovate. With the future of AI in mind, the AI Summit at re:Invent showcases the latest in AI research and emerging trends. In 30-minute Lightning Talks, attendees hear from leaders in the research community who share their perspectives on everything from AI-fueled cancer research to quantum computing. The AI Summit is held on Tuesday November 27th from 1:00pm to 5:30pm at the Venetian Theater. Presenters at this year's event include Alexandre Bayen (UC Berkeley), Mona Singh (Princeton University), Rohit Prasad (Amazon AI), Thorsten Joachims (Cornell University), Jodi Forlizzi (Carnegie Mellon University), Peter Wittek (University of Toronto), Shyam Gollakota (University of Washington) and Ronald Fedkiw (Stanford University).",Lightning Talk,,2018-11-27 12:15:00,2018-11-27 16:15:00,Venetian,"Level 2, Venetian Theatre, T2"
ALX301,[REPEAT 1] How to Train Your Alexa Skill Language Model Using Machine Learning,1,"In order to create an engaging Alexa skill, you must have a well-thought-out language model for your voice UI. In this session, learn how to make your Alexa skill more delightful to customers by optimizing your language model, providing the correct training data for your custom intents, and using specific strategies to improve new and existing language models. Come prepared for an interactive conversation.",Chalk Talk,"Fawn Draucker,Nate LaFave",2018-11-27 12:15:00,2018-11-27 13:15:00,Venetian,"Level 4, Lando 4304, T2"
ARC315,[REPEAT] Hands-On: Building a Multi-Region Active-Active Solution,0,"Join us as we build and verify a global application that spans multiple regions using AWS data, storage, and compute services.",Workshop,Jay Shin,2018-11-27 15:15:00,2018-11-27 17:30:00,Venetian,"Level 2, Venetian I, T2"
AIM410,"[REPEAT 1] Build, Train, and Deploy ML Models with Amazon SageMaker",1,"Amazon SageMaker is a fully managed platform that enables developers and data scientists to build, train, and deploy machine learning (ML) models quickly and easily at any scale. In this workshop, learn how to build an ML model using Amazon SageMaker's built-in algorithms and frameworks. We then train the model using automatic model tuning to quickly achieve a high level of accuracy. Finally, we deploy the model in production so you can start generating predictions to achieve the best results. By the end of this workshop, expect to understand how Amazon SageMaker removes the complexity and barriers that typically slow down developers who want to use ML.",Workshop,Ahmad Khan,2018-11-27 15:15:00,2018-11-27 17:30:00,Mirage,"Mirage Event Center C2, T2"
AIM303,[REPEAT] Create Smart and Interactive Apps with Intelligent Language Services on AWS,0,"Amazon brings natural language processing, automatic speech recognition, text-to-speech services, and neural machine translation technologies within the reach of every developers. In this session, learn how to add intelligence to any application with machine learning services that provide language and chatbot functions. See how others are defining and building the next generation of apps that can hear, speak, understand, and interact with the world around us.",Session,"Vikram Anbazhagan,Niranjan Hira",2018-11-27 18:15:00,2018-11-27 19:15:00,Venetian,"Level 5, Palazzo O, T2"
AIM202,Leadership Session: Machine Learning,-,"Amazon has a long history in AI, from personalization and recommendation engines to robotics in fulfillment centers. Amazon Go, Amazon Alexa, and Amazon Prime Air are also examples. In this session, learn more about the latest machine learning services from AWS, and hear from customers who are partnering with AWS for innovative AI.",Session,Swami Sivasubramanian,2018-11-28 13:45:00,2018-11-28 14:45:00,Venetian,"Level 2, Venetian Theatre, T2"
AIM323,[REPEAT 1] Build a Searchable Image Library with Amazon Rekognition,1,Join us for a deep dive on building a searchable image library using Amazon Rekognition. We walk though creating a search index for objects and scenes so you can quickly retrieve images using labels created from automatic metadata extraction. Also learn how to use AWS Lambda to automatically maintain your image library.,Builders Session,Dathu Patil,2018-11-29 11:30:00,2018-11-29 12:30:00,Mirage,"Grand Ballroom D, Table 3, T1"
SRV339,[REPEAT 2] Building Multi-Tenant SaaS Applications with AWS Lambda,2,"In this session, Twilio and AWS solutions architects share how they each have built multi-tenant serverless solutions using services like AWS Lambda. Twilio kicks things off by sharing lessons learned through the process of creating their Twilio Function SaaS product leveraging AWS Lambda. Next, solutions architects cover other architectural patterns, including multi-tenancy, event-driven workflows using AWS Step Functions, and ways to leverage Amazon SQS and Amazon SNS to build distributed applications at scale.",Chalk Talk,"Ian Scofield,Juan Villa,Martin Amps,Brandon Sherman",2018-11-29 14:30:00,2018-11-29 15:30:00,Mirage,"Antigua A, T1"
ALX311,[REPEAT 11] Designing the Voice User Interface for an Alexa Skill,11,"In this session, discover the process of thinking through the design of a voice experience using intents, slots, entity resolution, and dialog management.",Builders Session,Anastasia Tzeveleka,2018-11-29 16:00:00,2018-11-29 17:00:00,Aria West,"Level 3, Starvine 3, Table 2, T1"
ANT355,[REPEAT 1] Working with Metadata in AWS Glue Data Catalog & Amazon Athena,1,"Schema on read, enabled by the separation of metadata and compute, is a powerful feature of Amazon Athena. In this session, we dive deeper into how to better utilize this concept, properly plan for schema evolution, design efficient partitioning scheme, and apply other tips and tricks for working with metadata.",Builders Session,Raghu Prabhu,2018-11-30 08:30:00,2018-11-30 09:30:00,Mirage,"Grand Ballroom D, Table 2, T1"
SRV338,[REPEAT 1] Configuration Management and Service Discovery with AWS Lambda,1,"Your system is composed of highly decoupled, independent, fast, and modular microservices. But how can they share common configurations, dynamic endpoints, database references, and properly rotate secrets? Based on the size and complexity of your serverless system, you may use AWS Lambda environment variables, AWS Systems Manager's Parameter Store, and the recently announced AWS Secrets Manager. In this session, we showcase the best use cases for each solution, as well as corresponding best practices to achieve the highest standards for security and performance.",Chalk Talk,"Alex Casalboni,Ben Kehoe",2018-11-30 09:15:00,2018-11-30 10:15:00,Mirage,"Antigua B, T2"
